,id,neighbourhood_cleansed,city,property_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_is_superhost,has_wifi,has_kitchen,has_parking,has_tv,has_washer,has_garden,has_balcony,geometry,LSOA11CD,LSOA11NM,Index of Multiple Deprivation (IMD) Score,median_house_price_2020,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
31,969062,Ancoats and Clayton,Manchester,Private room in apartment,2,1.0,1.0,30.0,1,21,365,18,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384497.3059419934 398703.8847155683),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
244,8771219,Ancoats and Clayton,Manchester,Entire apartment,2,1.0,1.0,113.0,2,1125,308,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384527.6876618257 398660.3950287609),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
924,23212836,City Centre,Manchester,Entire apartment,2,1.0,1.0,125.0,4,365,287,15,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384404.8230876131 398430.5034360479),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
192,8771219,Ancoats and Clayton,Manchester,Apartment,1,1.0,1.0,90.0,2,1125,355,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384527.636331531 398660.5533192829),E01033667,Manchester 054E,34.751,199275.0,1,0,0,0
396,14004437,Ancoats and Clayton,Manchester,Private room in apartment,1,1.0,1.0,39.0,2,14,358,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384418.0012019706 398802.0516911005),E01033667,Manchester 054E,34.751,199275.0,0,0,1,0
2115,38428583,Chorlton,Manchester,Private room in house,16,3.0,6.0,240.0,5,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381695.7037537681 394114.6786805396),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
21,5449233,Chorlton,Manchester,House,16,2.0,6.0,800.0,1,1125,365,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381756.1991769008 394106.9899943867),E01005150,Manchester 029A,26.296999999999997,232500.0,1,0,0,0
1815,35143463,Chorlton,Manchester,Entire apartment,16,2.0,6.0,600.0,1,1125,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381670.5758371353 394143.7026567668),E01005150,Manchester 029A,26.296999999999997,232500.0,1,0,0,0
2226,39430362,Chorlton,Manchester,Private room in house,6,3.0,1.0,106.0,1,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381721.8892487017 394186.8924969981),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
9,9425292,Chorlton,Manchester,House,6,2.0,3.0,105.0,1,1125,351,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381600.4947612836 394212.963423619),E01005150,Manchester 029A,26.296999999999997,232500.0,1,0,0,0
2233,39461931,Chorlton,Manchester,Private room in house,5,3.0,1.0,92.0,1,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381830.1763568281 394019.5913390475),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
2259,39577798,Chorlton,Manchester,Private room in house,4,3.0,1.0,92.0,1,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381679.894156035 393977.8969207645),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
2258,39577462,Chorlton,Manchester,Private room in house,4,3.0,1.0,92.0,1,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381725.2181709483 394017.7724646775),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
2221,39412101,Chorlton,Manchester,Private room in house,4,3.0,1.0,89.0,1,1125,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381733.1247763664 394172.3857811927),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
616,18013829,Chorlton,Manchester,Entire apartment,3,2.0,2.0,95.0,5,10,354,25,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381250.7839922467 393977.3608753175),E01005150,Manchester 029A,26.296999999999997,232500.0,1,0,0,0
1275,28771347,Chorlton,Manchester,Private room in townhouse,2,1.0,1.0,32.0,2,14,104,35,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381656.8851434071 393868.9569383116),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
1025,24821677,Chorlton,Manchester,Entire apartment,2,1.0,1.0,60.0,2,28,143,41,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381550.9132164125 393948.3617627679),E01005150,Manchester 029A,26.296999999999997,232500.0,1,0,0,0
22,1636107,Chorlton,Manchester,Apartment,2,1.0,1.0,25.0,1,1125,330,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381313.3381930589 393920.4528794638),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
14,1428087,Chorlton,Manchester,Apartment,2,1.0,1.0,35.0,1,30,271,24,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381670.4695082522 394006.8651326545),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
29,568034,Chorlton,Manchester,House,2,1.0,1.0,35.0,1,30,152,156,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381621.0346265359 394434.1657510187),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
15,568034,Chorlton,Manchester,Private room in townhouse,2,1.0,1.0,36.0,1,60,0,331,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381621.2286360248 394434.2698541326),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
48,1428087,Chorlton,Manchester,Private room in loft,2,1.0,1.0,35.0,1,30,173,35,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381670.7073499623 394006.8588877391),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
33,6574258,Chorlton,Manchester,House,1,2.0,1.0,25.0,5,31,160,4,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (381426.9313331036 393837.6013604046),E01005150,Manchester 029A,26.296999999999997,232500.0,0,0,1,0
2429,40700904,Ancoats and Clayton,Manchester,Entire apartment,16,3.0,3.0,393.0,1,1125,221,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384751.269597388 399258.2161115121),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2430,40701228,Ancoats and Clayton,Manchester,Entire apartment,16,2.0,3.0,393.0,1,1125,205,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384769.7754706027 399235.9050053147),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2093,38250938,Ancoats and Clayton,Manchester,Entire condominium,16,2.0,3.0,126.0,3,1125,93,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384342.2544918735 398772.2647574472),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2919,43826471,Ancoats and Clayton,Manchester,Entire serviced apartment,12,1.0,2.0,97.0,1,1125,93,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384338.0207655662 398696.6253950377),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
209,11107241,Ancoats and Clayton,Manchester,Apartment,12,2.0,3.0,170.0,1,1125,320,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384202.043209687 398823.5128185416),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
956,23777926,Ancoats and Clayton,Manchester,Entire apartment,10,2.0,3.0,186.0,2,50,338,148,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384368.5751211941 398705.4240033398),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
191,5888434,Ancoats and Clayton,Manchester,Apartment,9,2.0,3.0,165.0,2,1125,288,27,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384395.8442201851 398802.4063645162),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
697,11125460,City Centre,Manchester,Apartment,8,2.0,2.0,99.0,1,1125,320,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384153.3929772421 398816.7464987626),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
238,5544166,Ancoats and Clayton,Manchester,Apartment,8,1.0,1.0,175.0,1,1125,340,25,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384317.6585798672 399172.9468331628),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
193,6804341,Ancoats and Clayton,Manchester,Apartment,8,1.0,3.0,150.0,1,1125,277,13,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384392.5436872209 398708.3216271758),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2440,40782350,Ancoats and Clayton,Manchester,Entire apartment,6,2.0,2.0,101.0,1,1125,218,8,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384387.6680644411 399059.1518260568),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1780,34782077,Ancoats and Clayton,Manchester,Entire apartment,6,2.0,2.0,105.0,1,1125,124,26,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384484.1280593121 398933.113775211),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1796,34976415,Ancoats and Clayton,Manchester,Entire apartment,6,2.0,2.0,102.0,1,1125,172,16,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384518.7100067101 399157.7350306276),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
3173,45432234,Ancoats and Clayton,Manchester,Entire apartment,6,2.0,2.0,53.0,2,30,125,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384586.5384283341 399203.1264825437),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
177,11748241,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,324,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384412.4502468096 398697.3873248675),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
3052,44745364,Ancoats and Clayton,Manchester,Entire apartment,6,1.0,2.0,86.0,2,1125,86,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384621.0591693375 399208.5760343775),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
3207,45563158,Ancoats and Clayton,Manchester,Entire apartment,6,2.0,2.0,104.0,2,999,163,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384448.4583415634 399182.4433333223),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
171,5575251,Ancoats and Clayton,Manchester,Apartment,6,1.0,1.0,120.0,1,1125,354,6,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384277.2229609367 399126.4116871154),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
3000,44376747,Ancoats and Clayton,Manchester,Entire serviced apartment,6,2.0,2.0,90.0,2,999,166,14,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384461.0216986642 398968.7918286489),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
265,11750279,Ancoats and Clayton,Manchester,Apartment,6,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384377.2523012526 398785.8805972015),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1118,26467289,City Centre,Manchester,Room in serviced apartment,6,1.0,1.0,159.0,1,365,217,35,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384056.8059020906 398739.8485648739),E01033664,Manchester 054D,26.430999999999997,195500.0,0,1,0,0
1794,34975812,Ancoats and Clayton,Manchester,Entire apartment,5,2.0,2.0,105.0,1,1125,120,20,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384492.8402175712 399160.0455055853),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
858,9519622,City Centre,Manchester,Apartment,5,1.0,2.0,200.0,1,1125,287,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384286.0601159264 398651.5378791724),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2224,39427722,Ancoats and Clayton,Manchester,Entire apartment,5,1.0,2.0,127.0,3,365,69,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384403.7596330143 398709.7572246256),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1056,25492648,Ancoats and Clayton,Manchester,Camper/RV,4,1.0,1.0,299.0,2,2,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384532.6696713789 398964.1050609647),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1117,26467150,City Centre,Manchester,Room in serviced apartment,4,1.0,1.0,97.0,1,365,359,10,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384115.8302231797 398729.6356118094),E01033664,Manchester 054D,26.430999999999997,195500.0,0,1,0,0
1104,26223869,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,2.0,61.0,1,1124,0,38,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384378.8359880504 398797.7316069683),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1717,34062466,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,95.0,7,58,87,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384275.3895201441 399215.2837460873),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1482,31352421,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,1.0,82.0,2,365,150,22,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384432.1836081955 399076.8048514567),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
389,13740991,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,2.0,50.0,30,1125,179,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384475.6490685293 398977.6438562017),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1840,35420237,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,123.0,1,46,365,15,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384447.9682481521 399034.4755830457),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1841,35420399,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,94.0,1,46,365,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384482.7698189016 399124.4771223785),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1807,35143215,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,98.0,2,1125,90,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384491.8643593015 399065.4818397009),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1819,35150192,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,46.0,2,1125,78,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384431.6708912437 398922.1618905902),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1823,35211287,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,59.0,1,1125,31,20,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384404.3951601897 398901.1139241611),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2963,44171483,Ancoats and Clayton,Manchester,Entire apartment,4,2.0,2.0,78.0,2,46,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384516.8075103813 399184.4425450398),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2927,43880881,Ancoats and Clayton,Manchester,Private room in apartment,4,1.0,1.0,84.0,1,1125,184,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384535.1989748155 399127.6417959557),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
806,9441304,City Centre,Manchester,Apartment,4,2.0,2.0,99.0,2,1125,280,15,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384243.1550616006 398768.8228975302),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
2839,43106152,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,2.0,192.0,1,1125,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384314.9737858811 398750.1047702708),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
659,10009227,City Centre,Manchester,Apartment,4,1.0,2.0,139.0,1,1125,166,9,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384228.9645320288 398695.8975436958),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
190,9166733,Ancoats and Clayton,Manchester,Apartment,4,2.0,2.0,88.0,2,3,22,9,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384450.5396809845 398975.2972800483),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
195,9289612,Ancoats and Clayton,Manchester,Apartment,4,2.0,2.0,325.0,1,1125,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384309.7360717045 398863.3323370509),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
182,5629815,Ancoats and Clayton,Manchester,Apartment,4,2.0,2.0,85.0,2,1125,345,35,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384511.8180599853 399217.5944435878),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
3192,45489258,Ancoats and Clayton,Manchester,Entire apartment,4,1.0,2.0,43.0,2,30,77,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384475.2025567261 399043.2858699842),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
241,5541158,Ancoats and Clayton,Manchester,Apartment,4,1.0,1.0,105.0,1,1125,354,21,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384351.8923793851 399209.0729042639),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
268,11751517,Ancoats and Clayton,Manchester,Apartment,4,2.0,2.0,80.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384418.9464835374 398759.694914049),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
3092,45152600,Ancoats and Clayton,Manchester,Entire apartment,3,1.0,1.0,64.0,4,357,352,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384454.9645525761 399143.4824762113),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1116,26467108,City Centre,Manchester,Room in serviced apartment,3,1.0,1.0,83.0,1,365,345,6,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384162.9779203475 398739.4893551283),E01033664,Manchester 054D,26.430999999999997,195500.0,0,1,0,0
3315,46036968,City Centre,Manchester,Entire serviced apartment,2,1.0,1.0,68.0,1,365,365,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384192.2950560001 398774.9922315908),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1114,26466980,City Centre,Manchester,Room in serviced apartment,2,1.0,1.0,74.0,1,365,354,33,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (384093.8493072352 398705.2338707242),E01033664,Manchester 054D,26.430999999999997,195500.0,0,1,0,0
1113,26466933,City Centre,Manchester,Room in serviced apartment,2,1.0,1.0,69.0,1,365,356,29,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384087.4735921297 398782.0215209491),E01033664,Manchester 054D,26.430999999999997,195500.0,0,1,0,0
1112,26451916,City Centre,Manchester,Room in serviced apartment,2,1.0,1.0,63.0,1,365,289,45,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384052.9377752631 398773.2382438428),E01033664,Manchester 054D,26.430999999999997,195500.0,0,1,0,0
1667,33510730,Ancoats and Clayton,Manchester,Room in hotel,2,1.0,1.0,67.0,1,1125,264,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384393.7689722973 398698.6649048009),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
1857,35647189,Ancoats and Clayton,Manchester,Private room in apartment,2,1.0,1.0,38.0,1,1125,90,30,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384598.5290539005 399217.5503040127),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
236,8560806,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,195.0,1,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384356.8071750684 398785.2138694102),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
248,8014990,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,80.0,1,1125,3,32,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384386.9834000685 398890.0406676194),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
249,10502886,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,39.0,2,1125,365,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384406.6644189363 398712.3537835742),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
251,9331766,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,44.0,1,1125,328,5,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384475.4343099603 399080.4751851025),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
235,12152819,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,39.0,1,1125,72,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384566.7865818591 399110.7687997643),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
233,9613744,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,30.0,1,1125,329,29,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384449.7688398865 398912.0523494103),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
176,11747571,Ancoats and Clayton,Manchester,Apartment,2,1.0,0.0,47.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384357.8973537343 398703.3864348902),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
178,11750639,Ancoats and Clayton,Manchester,Apartment,2,1.0,0.0,47.0,1,1125,326,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384407.7740234059 398728.209256587),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
199,7830546,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,60.0,1,1125,337,13,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384321.1614896115 398730.826026933),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
231,8437307,Ancoats and Clayton,Manchester,Apartment,2,1.0,1.0,32.0,2,1125,353,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384374.925414269 398691.2733095912),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
695,5655791,City Centre,Manchester,Bed & Breakfast,2,1.0,1.0,39.0,1,1125,319,29,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384242.9352209056 398694.1970906179),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
242,8560806,Ancoats and Clayton,Manchester,Entire apartment,2,1.0,1.0,195.0,7,1125,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384356.8975144326 398785.5665721904),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
574,17332016,Ancoats and Clayton,Manchester,Entire apartment,2,1.0,1.0,63.0,2,62,69,139,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384363.6146982783 398810.0203289149),E01033664,Manchester 054D,26.430999999999997,195500.0,1,0,0,0
1666,33510722,Ancoats and Clayton,Manchester,Room in hotel,1,1.0,1.0,37.0,1,1125,261,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384430.9479393027 398704.1042517925),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
678,12319545,City Centre,Manchester,Apartment,1,1.0,1.0,40.0,5,1125,50,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384280.7903879474 398616.1579224129),E01033664,Manchester 054D,26.430999999999997,195500.0,0,0,1,0
1871,35818838,Cheetham,Manchester,Private room in apartment,16,3.0,6.0,1183.0,1,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383996.4026352737 400486.7623315182),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
434,4420536,Cheetham,Manchester,House,16,2.5,6.0,676.0,1,1125,362,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384158.9808431181 400291.122716517),E01005147,Manchester 058B,49.26,99750.0,1,0,0,0
2113,38422618,Cheetham,Manchester,Private room in house,6,2.0,1.0,175.0,5,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384023.557515927 400474.4317328379),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
1703,33927871,Cheetham,Manchester,Entire apartment,6,1.0,2.0,60.0,2,1125,68,20,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384136.0494434618 400392.8337452186),E01005147,Manchester 058B,49.26,99750.0,1,0,0,0
864,22145787,Cheetham,Manchester,Entire house,5,1.0,3.0,99.0,1,1125,253,162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (384513.8258147418 400492.8145127189),E01005147,Manchester 058B,49.26,99750.0,1,0,0,0
2082,38153591,Cheetham,Manchester,Private room in house,4,2.0,1.0,110.0,5,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384134.6588331353 400373.9250234652),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
442,329773,Cheetham,Manchester,Bed & Breakfast,3,2.0,3.0,95.0,3,1125,177,32,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384223.0417769356 399786.9626579321),E01005147,Manchester 058B,49.26,99750.0,1,0,0,0
2109,38376401,Cheetham,Manchester,Private room in house,3,2.0,1.0,102.0,5,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383987.2556490354 400333.2610116772),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
2112,38422435,Cheetham,Manchester,Private room in house,3,2.0,1.0,101.0,5,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (384034.1102803911 400456.5949570417),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
2110,38376929,Cheetham,Manchester,Private room in house,2,2.0,1.0,98.0,5,1125,364,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383982.2677113465 400426.7325973486),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
1746,34510949,Cheetham,Manchester,Private room in house,2,1.0,1.0,50.0,3,120,179,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,POINT (383856.8264101147 400599.6082756702),E01005147,Manchester 058B,49.26,99750.0,0,0,1,0
